,User,Date Created,Number of Likes,Source of Tweet,Tweet
106,_Kiss_MyTattoos,2023-01-31 23:15:17+00:00,1,Twitter for iPhone,Tf is the point of Amazon prime if I’m getting my packages two days after the original delivery 📦🫠. My packages said overnight between 4am -8am here it is now Tuesday and it just says arriving but late
107,EmpireSouvenirs,2023-01-31 23:15:05+00:00,0,Twitter Web App,"@EmilieB82884022 @ADNanime Je me suis abonné à l'année sur leur site, j'ai pris un abonnement à 6.99 € sur Amazon, pour la chaîne prime ADN, je me retrouve avec le même soucis, à savoir les épisodes doublons...

J'ai fait une résiliation de l'abo à 6.99 €, et Amazon me l'a remboursé."
108,TshirtPainter,2023-01-31 23:15:00+00:00,0,TweetDeck,#Waialua Bay #Hawaii Surfing T-Shirt #AmazonPrime #Amazon shirts hoodies tanks  Click on brand name TheTshirtPainter for all shirts  https://t.co/LpcPnMoHRS  https://t.co/OWElOiljB0
109,promobyte_,2023-01-31 23:14:55+00:00,0,Twitter Web App,"[Amazon] Calvin Klein Ck Everyone Eau De Toilette, Calvin Klein Ck

🚀 Compre aqui👇
🛒 https://t.co/q9mCTX3AYS

🔥 R$176,00 Em até 3x 

📦 Frete Grátis Prime https://t.co/y9vCQ1isyl"
110,soloandiyyaaa,2023-01-31 23:14:23+00:00,0,Twitter for Android,"después de que la empecé a ver en Amazon prime y que la quitarán, luego contratar Disney+ y que me lo quitarán 😆 me he propuesto acabar Malcolm el de en medio AL FIN
ya voy por la 5taa"
111,bananamize,2023-01-31 23:14:12+00:00,0,Twitter Web App,"🔥 Cremoso e saboroso 🔥

🔺🔺 Creme de Amendoim C/ Whey - Crunchy Chocolate (450G), Mais Mu
🛒 Compre aqui: https://t.co/7ueCd30Z0H                            

💵💳 R$ 32,42 à vista
💵💳 R$ 29,18 com recorrência   

📦 Frete Grátis c/ Amazon PRIME"
112,momo51222032,2023-01-31 23:13:54+00:00,0,gas_bot01,"Amazon Prime
対象チャンネルが2ヶ月10円
正月番組に飽きたらhttps://t.co/eAOMChZafv
0201: 0813
#ad"
113,BarnabyWalter,2023-01-31 23:13:42+00:00,5,Twitter for iPhone,"Late evening movie 🍿📺 A fun action film with some clever ideas (an excellent HDR10+ performance from Amazon Prime, too). #SamaritanMovie https://t.co/fOaQez61pj"
114,AmarachanPr1,2023-01-31 23:13:15+00:00,0,Botbird tweets,"🌈売れ筋ランキング: Amazon で最も人気のある商品です
↓↓
▶https://t.co/s2mWR5H2sh

🌸すべてのカテゴリー の優れたセレクションからオンラインショッピング。
↓↓
▶https://t.co/UNMARBsGOZ

🎉Prime Video - 見放題独占配信中の作品も
↓↓↓↓
https://t.co/hkd0dlz3yg"
115,WiseGirlent,2023-01-31 23:13:10+00:00,0,Twitter Web App,"New Movies!

Stay tuned! 

Available on #Tubi #AmazonPrime #SlingTV #AppleTV and more! 

🎬"
116,Dollar_Tees,2023-01-31 23:12:02+00:00,0,Twitter Web App,"Admit It Life Would Be Boring Without Me Design. Click the link below to visit our stores to find this design and many more like it!👇
https://t.co/WKPhwGkus6 #onlineshopping   #Stickers #Retro #tshirtdesign #AmazonPrime #giftideas #couples #couplesgoals #humor #homebuyingtips https://t.co/7yaBaOy09V"
117,AquiPechincha,2023-01-31 23:11:48+00:00,0,Jetpack.com,"💃 Com um visual Clássico de Bailarina‼️ 📦 Frete Grátis Amazon Prime
- Barbie Profissões Bailarina Vestido Roxo, Multi
🔥 R$ 29,99 À vista
.
💥Compartilhe! #aquitempechincha #pechincha #BlackFriday #ofertas https://t.co/6XT5BKoiDi"
118,PromoAchados,2023-01-31 23:11:39+00:00,0,promoachados,"📢 OFERTA - Amazon

🚨 O desconto aparece somente no carrinho, na finalização da compra

💪 Pasta de Amendoim com Crocante de Cajú Oner

💵 De R$ 27,48 por R$ 16,49
🚚 Frete Grátis Prime

🔗https://t.co/F5F0GlNOJc

#brasil #oferta #descontos #desconto"
119,yumodude,2023-01-31 23:11:16+00:00,0,Twitter for iPhone,That Amazon Prime charge hit the account like https://t.co/9SqsyZYwBv
120,priM0E,2023-01-31 23:11:11+00:00,2,Twitter for iPhone,Y’all better take advantage of the free Grub Hub + for a year w/ your Amazon prime membership
121,xetdaspromocoes,2023-01-31 23:11:05+00:00,82,TweetDeck,"📢 OFERTA - Amazon

🚨 O desconto aparece somente no carrinho, na finalização da compra

💪 Pasta de Amendoim com Crocante de Cajú Oner

💵 De R$ 27,48 por R$ 16,49
🚚 Frete Grátis Prime

🔗 https://t.co/viFqmP6XAM
🔗 https://t.co/viFqmP6XAM
🔗 https://t.co/viFqmP6XAM https://t.co/vie92FxU8p"
122,a_wsrr,2023-01-31 23:10:44+00:00,0,Twitter for iPhone,If you haven’t already watched Hunters on Amazon prime… START NOW!! Season 2 just dropped and it’s MF FIRE
123,MattKleinman,2023-01-31 23:10:25+00:00,0,Twitter Web App,"@NihilusShadow @atheistsplained @BurnettRM @TerryMatalas @ToddStashwick @YouTube If you really want to see it at this point, the only way to do so is to either tune in or wait for people to drop clips in.

Those trailers were the last we're getting until the shows air on Paramount+ for or Amazon Prime for almost everywhere else."
124,CuponeandoPRnet,2023-01-31 23:10:21+00:00,0,Make (formerly Integromat),Mantas Glow-in-the-Dark a solo $16 con el código RVWLHJ5E en Amazon Prime:👉🏼   https://t.co/NpxJDKoyJm (Reg.$33) ¡Tiene 52% ahorro! VARIOS ESTILOS 👀 Oferta por tiempo limitado. #AmazonInfluencer (Exp.022823) https://t.co/ajteazzw29
125,GabrielCupom,2023-01-31 23:10:07+00:00,0,Postcron App,"ASSINATURAS CUPOM DE DESCONTO - OFERTAS AMAZON 31/01/2023 -
AMAZON PRIME - https://t.co/F4uDyrEY3s
KINDLE UNLIMITED - https://t.co/FHBm4eTyZV
AMAZON MUSIC UNLIMITED - https://t.co/1MN7bbuXLl
BAIXE O APP AMAZON - https://t.co/xnfDixFIwL https://t.co/ewTK8EVV1E"
126,ABlackFriday22,2023-01-31 23:10:07+00:00,0,Postcron App,"ASSINATURAS CUPOM DE DESCONTO - OFERTAS AMAZON 31/01/2023 -
AMAZON PRIME - https://t.co/yYPqpAUno0
KINDLE UNLIMITED - https://t.co/YBYD0tDOxb
AMAZON MUSIC UNLIMITED - https://t.co/bAQrhSzBPD
BAIXE O APP AMAZON - https://t.co/mGJU7VG3B7 https://t.co/GKIr88quM2"
127,2022_cupom,2023-01-31 23:10:07+00:00,0,Postcron App,"ASSINATURAS CUPOM DE DESCONTO - OFERTAS AMAZON 31/01/2023 -
AMAZON PRIME - https://t.co/gC6n8Um08Z
KINDLE UNLIMITED - https://t.co/HlDnalK9Q3
AMAZON MUSIC UNLIMITED - https://t.co/qahKftKi26
BAIXE O APP AMAZON - https://t.co/Htn8CrTCgH https://t.co/us6IietpD3"
128,Cupomde37100278,2023-01-31 23:10:07+00:00,0,Postcron App,"ASSINATURAS CUPOM DE DESCONTO - OFERTAS AMAZON 31/01/2023 -
AMAZON PRIME - https://t.co/OjDjLYdTNw
KINDLE UNLIMITED - https://t.co/DWi0dVPqXR
AMAZON MUSIC UNLIMITED - https://t.co/q4bPqThgfQ
BAIXE O APP AMAZON - https://t.co/sZOT6S07AV https://t.co/MDgST5Vma0"
129,Datyelloboi,2023-01-31 23:10:06+00:00,2,Twitter for iPhone,Its almost time for me to renew my amazon prime membership 🥲
130,EGInformatico,2023-01-31 23:10:02+00:00,1,El Grupo Informático,Amazon Freevee: el Prime Video con contenido gratuito para todos https://t.co/JfHkCzEZJF https://t.co/XoHTgPoqN3
131,i5chalkprince,2023-01-31 23:09:37+00:00,0,Twitter for Android,acho mta cara de pau e sem vergonhice gente q mendiga conta de netflix/hbo/amazon prime e etc dos outros
132,art_matomen,2023-01-31 23:09:30+00:00,9,TweetDeck,"1.  
【世界の名画がスマホケースに】
やっぱりスマホケースもアートがいい！
ゴッホ、モネ、ミュシャ、クリムト、国芳、鳥獣戯画などアートがスマホケースに！
楽天→https://t.co/UFw6Xjhtoz
Amazon→https://t.co/5KZLZDk4pN

送料無料prime商品→https://t.co/ExFOBjoADW 
https://t.co/lOE9fsUq42"
133,looksbizarre,2023-01-31 23:09:25+00:00,0,Twitter for Android,"Amazon is better because it's an actual word at least, but drop the ""Prime"" part and come up with a logo that actually makes you look like a movie studio."
134,PromoAchados,2023-01-31 23:08:47+00:00,0,promoachados,"📚 Bem dividida! E bem avaliada ⭐️‼

📦Frete Grátis Amazon Prime

- Escrivaninha com Estante Lateral MATCH cor Preto/Pinho - Artely

🔥 R$ 227 no Pix ou Boleto 

🛒 Compre aqui 👉  https://t.co/yiErwYD72e

#oferta #promo #CupomDeDesconto #descontos"
135,makikoomokawa,2023-01-31 23:08:22+00:00,0,Botbird tweets,"【Amazon Prime】『ブラック・レイン』
https://t.co/7sZgrIZq7f
#ブラックレイン
#高倉健
#松田優作
#リドリースコット"
136,figueredo_jp,2023-01-31 23:07:59+00:00,16,Twitter Web App,"No SBT, #aInfânciaDeRomeuEJulieta substituirá #PolianaMoça. Com gravações já iniciadas, a trama será escrita por Íris Abravanel e dirigida por Ricardo Montanelli.
A novela está sendo produzida junto com a Amazon Prime Video. https://t.co/rPYNVfRKwc"
137,m6KPvJ7DgO2K1mW,2023-01-31 23:07:09+00:00,0,ハニトー,"Pixio PX248 Prime ゲーミングモニター 23.8インチ FHD IPS 144Hz 1ms 2年保証 Amazon 410

人気商品
https://t.co/Uarn3QZitz"
138,Drewssad,2023-01-31 23:06:56+00:00,0,Twitter for iPhone,"A órfã 2 na Amazon Prime, socorro preciso agora de uma conta"
139,DavetheShoeMan,2023-01-31 23:06:26+00:00,1,Twitter Web App,"Check out the just released Teaser for an Amazon Prime new series, THE POWER, coming out March 31st.  My daughter will appear as the character Luanne around episode #3..  Hope you like it!

https://t.co/0UmJcRe4AS"
140,DoMidlife,2023-01-31 23:06:24+00:00,0,Twitter for Android,"💥Brown Rice 24 pounds

⚡️Amazon Prime Deal⚡️
✅ was: $62.99
💕 NOW! $40.72 
🤑 You Save: 35% off
🔗 https://t.co/sDlYG1CzSY 

#Ad #Amazonprime #Amazon #foodbank #rice #Deals #FoodSystems #foodlover #coupon #forsale"
141,CuponeandoPRnet,2023-01-31 23:05:55+00:00,0,Make (formerly Integromat),"Manta de Franela a solo $20 ""clipeando"" el cupón y usando el código Q2VWGWBG en Amazon Prime:👉🏼   https://t.co/s9aXOkTeiK (Reg.$50) ¡Tiene 60% ahorro! 👀 Oferta por tiempo limitado. #AmazonInfluencer (Exp.022823) https://t.co/vHB3fKhXlf"
142,yurikoyuriko123,2023-01-31 23:05:49+00:00,0,Twitter for iPhone,"@mg2b5 paravi、Hulu、Amazon prime、
見たいから
お金お支払いして見てます

NHKは一切見ない
見た事ないのに
お支払いのみしてる

NHKの徴収係さん←異常にこわいから"
143,manofmany,2023-01-31 23:04:34+00:00,0,Mailchimp,New on Amazon Prime in February 2023 &amp; more - https://t.co/oxHZoCIwsE
144,kokonataaa,2023-01-31 23:03:42+00:00,41,Twitter Web App,"One gvwy is sub only, one is for all followers! You can sub for free if you have Amazon prime!

Must be on my gvwy stream on 2/7 at 6 PM EST for chance to claim

See you there ❤️💙

https://t.co/UT1ce2xxs1"
145,photog_JayMac,2023-01-31 23:03:36+00:00,9,Twitter for Android,Cannonball Run is now available on Amazon Prime. #ItsAboutTime https://t.co/3Sc9xgcL4e
146,zonadespoiler,2023-01-31 23:03:15+00:00,2,Jetpack.com,"Atenção fãs de #RPDR! O Prime Video divulgou as dez artistas drag que competirão no novo reality show brasileiro Original Amazon, Caravana das Drags, apresentado por Xuxa Meneghel e Ikaro Kadoshi.

Confira https://t.co/i0YOBmxN1H"
147,pinpointzero,2023-01-31 23:03:02+00:00,0,Twitter for Android,@TheEvertonian78 Only prime he had was Amazon mate.
148,GamesAcessrios2,2023-01-31 23:02:39+00:00,0,Twitter Web App,"Fonte ATX 200W PWS-2003 20+4P Fortrek (Amazon)*

*Compre aqui* 👉🏻https://t.co/vnFXOJSAki

*R$ 55,99 à vista*

📦 *Frete Grátis Prime*"
149,JRoachAuthor,2023-01-31 23:02:03+00:00,0,RADAAR,"Prime shipping from Amazon.

#lgbtqia #book #thrillerbooks #readers #nytimes #washingtonpost #OBP https://t.co/7poWrhhC04"
150,smile_n_waav,2023-01-31 23:01:48+00:00,0,Twitter for Android,"Dear Amazon Prime Video
Super hero movies are not science fiction.
And I might pay double to have a filter that would de-super hero my feed."
151,CuponeandoPRnet,2023-01-31 23:00:46+00:00,0,Make (formerly Integromat),Collares para Damas a solo $5 con el código 51LBY88F en Amazon Prime:👉🏼   https://t.co/nDm7U9ou7t (Reg.$10) ¡Tiene 50% ahorro! VARIOS ESTILOS 👀 Oferta por tiempo limitado. #AmazonInfluencer (Exp.021023) https://t.co/sNftYlzoa9
152,acidkidrock,2023-01-31 23:00:45+00:00,1,Twitter for Android,"@OnePlus_IN Youtube, Netflix, Disney+ Hotstar and Amazon Prime Video
 
#OnePlusTVQ2Pro #OnePlusTV 
@OnePlus_IN"
153,usmccarterswife,2023-01-31 23:00:37+00:00,0,Hootsuite Inc.,"Prime Exclusive Grubhub+ Offer #deals 
https://t.co/XstNer5DMP via @amazon"
154,AdventuresHarry,2023-01-31 23:00:36+00:00,0,The Social Jukebox,"FINALIST in the Launch Pad national story contest. 
If you lived through the late 50s and the 60s, this paperback will evoke a SPECIAL MEMORY. 
Order from Amazon now for quick delivery via Amazon Prime. Also on Kindle 
alternate history 
https://t.co/YvepzqJRTa"
155,steam_beginner,2023-01-31 23:00:30+00:00,10,Twitter Web App,"アマゾンプライム会員なら
PCゲームが無料でもらえます！

1⃣Prime Gamingにアクセス
https://t.co/4qGCYruEFj

2⃣「ゲームを入手」

3⃣王冠マークならAmazon Gamesアプリから起動
GOGなら、GOGと連携してインストール

Amazon Gamesアプリはここから
https://t.co/aYAtmMfXuz https://t.co/YW0ksAm6gS"
156,paris_forever__,2023-01-31 23:00:25+00:00,0,Twitter for iPhone,"Ce soir 🔴🔵
🆚 #MHSCPSG
🏟️ Stade de la Mosson      
🗓 01/02
📺 Amazon Prime 
⌚ 21h00
🏆 @Ligue1UberEats (21/38)
⚽️ Kylian Mbappe
~~~
Quel est votre pronostic pour cette rencontre ? 👀 https://t.co/qFl9AzmILp"
157,videogamedeals,2023-01-31 23:00:23+00:00,21,Hootsuite Inc.,Xbox Series X – Forza Horizon 5 Bundle $559.99 via Amazon (Prime Eligible). https://t.co/Mmps89bry6 https://t.co/mBwLKtwlPH
158,TheDukeOfDeals,2023-01-31 23:00:16+00:00,0,PS5RESTOCK2022,"BARGAINN!!!!!!!!

Give the perk of Amazon Prime for those who have it all!!!!!

https://t.co/8kUnOsEmMJ https://t.co/qmiON8l3py"
159,amt_descontos,2023-01-31 23:00:09+00:00,0,IFTTT,"✨ CUPOM DE DESCONTO AMAZON! ✨

https://t.co/6Z4LuAcnY1
https://t.co/6Z4LuAcnY1
https://t.co/6Z4LuAcnY1

Pegue aqui os melhores cupons de descontos para economizar muito na Amazon!

#Oferta #Cupom #Cupons #Desconto #CupomDeDesconto #Promoção #AmazonPrime #Amazon
 January 31, 2… https://t.co/NOGmaxhKTZ"
160,overmoon13,2023-01-31 22:59:56+00:00,57,Nelio Content,amazon prime video 2022年アニメ 大人にお勧め4選 https://t.co/Hs2PZkQu9V
161,akira1978,2023-01-31 22:59:48+00:00,19,Twitter for iPhone,この前ユーリ・ノルシュテイン「霧の中のハリネズミ」を見ました。切り絵アニメーションでのあの滑らかな動き！画面の繊細さに嘆息しか出ません。今はAmazon primeで見れるのでおすすめです。 #midjourney #2023映像akira1978 https://t.co/ogyHDfvA5Y
162,MorningBrew,2023-01-31 22:59:42+00:00,1,Twitter Web App,"@hy_pbs Sadly, yes - check it out on Amazon Prime tho!"
163,warafujino11,2023-01-31 22:59:38+00:00,0,ranking Man,"♻人気のAmazonPrimeビデオです♻

⏩スペース･モンキー／駅長さんは大いそがし
https://t.co/VGkKiBS8YB
#ad"
164,kakicchysmusic6,2023-01-31 22:59:35+00:00,0,twittbot.net,https://t.co/MaMFRaEuwW: Head Banging Doll [Clean]: kakicchysmusic: MP3 Downloads https://t.co/th82Pwv6zB #Amazon #Prime
165,josealves2030,2023-01-31 22:59:26+00:00,0,Twitter Web App,"Tudo em PC Gaming: monitores, cadeiras, notebooks, headsets gamers e mais. Frete GRÁTIS com Amazon Prime. https://t.co/InIneqAD3p via @amazon"
166,TNT_PELIGRO,2023-01-31 22:59:06+00:00,6,Twitter for Android,"Termino de ver una muy interesante película, para pensar... Se las recomiendo.  El hombre perfecto,  es alemana, esta en Amazon Prime."
167,robbrobo,2023-01-31 22:58:57+00:00,1,Twitter Web App,"@SnyderQueen_ @netflix I would like to see a ""Cyborg"" movie starring Ray Fisher occur someday very soon. Maybe it could finally happen on Netflix or Amazon Prime shortly."
168,Screamqueenarmy,2023-01-31 22:58:54+00:00,1,Twitter for Android,"@BunnyGalore @NBCHannibal I'm watching  it on blu ray,  it used to be on Netflix ( not anymore though) you can watch  ALL 3 seasons on Amazon prime"
169,dimitriceta,2023-01-31 22:58:45+00:00,0,Twitter Web App,lahhh trnyata amazon prime yang dari telkom cuman bisa di hp doang :((
170,DQ3104773,2023-01-31 22:58:44+00:00,12,Twitter for Android,"おはようございます

Amazonで頼んだ商品が、今日届くはずなのに未だ埼玉AFC支店から動いていないよう
表記が更新されてないだけなら良いんだけどなぁ
早く欲しくてPrime会員なのに、こういうのがあるとがっかりしてしまう
どこでもドアで運んでくれないだろうか…

さて、今日も一日がんばるんばー"
171,yuri_momo517,2023-01-31 22:58:34+00:00,33,Twitter Web App,"【#犬も食わねどチャーリーは笑う】
《SNS『旦那デスノート』に投稿された恐ろしい本音の数々!
単なる偶然?
まさかこれって自分のこと!?
夫婦ゲンカ💨のゴングの鐘✨がいま鳴り響く!》

▽[Amazon Prime Video]で見放題独占配信🌟

#香取慎吾 #岸井ゆきの
https://t.co/aVegiND68M"
172,selefilms,2023-01-31 22:58:28+00:00,5,Twitter for iPhone,os melhores filmes da prime video tem que alugar vai tomar no cu caralho NUNCA consigo assistir nada odeio a amazon LIXO https://t.co/HBGieBdiXD
173,apenasjoh,2023-01-31 22:57:14+00:00,0,Twitter for Android,"Meoooooo Amazon prime o maior desperdício de dinheiro, só tem coisa ruim e as poucas coisas boas tem que alugar, o nojeira"
174,robbrobo,2023-01-31 22:57:13+00:00,1,Twitter Web App,"@Darshan14227345 @ray8fisher I would like to see a solo ""Cyborg"" film starring Ray fisher occur shortly. It could finally happen on Netflix or Amazon Prime someday very soon."
175,FitzgeraldQuim,2023-01-31 22:57:03+00:00,1,Twitter for Android,"@luispintomij @Sarah83336937 @jaimerenealmagu Así es, en Amazon prime o (cuevana 🤭) la encuentras https://t.co/GGLBpSc2fF"
176,valeee_avocado,2023-01-31 22:56:49+00:00,1,Twitter for iPhone,"@supremejedi_ You and Alex should watch Upgrade it’s on Amazon prime, the booster comment made me think of a scene and it’s a good show lol"
177,NotoriousBIZ,2023-01-31 22:56:48+00:00,0,Twitter for iPhone,Finding Kenan &amp; Kel on Amazon Prime really made January fly by boy
178,OfertaaaasTec,2023-01-31 22:56:46+00:00,0,@OfertaaaasTec,"🎯#AMAZON #STUDENT #AMAZONSTUDENT #Gratis🎯
🏆Más de 2 millones de canciones con Prime Music

https://t.co/P3U1T6DD1r https://t.co/C72gIlzFS0"
179,averybryce28,2023-01-31 22:56:41+00:00,0,Twitter for iPhone,@BobbyDeLong3 @MoatazSHamza @CornelWest @BerniceKing I’ll Amazon prime you a box… just gimme a pick up location and I’ll same day the shit. Or get it yourself and I’ll Venmo you.
180,hrld_cgn,2023-01-31 22:56:09+00:00,2,Twitter Web App,"@HB18901694 @patriot_singles Gestern oder vorgestern...
Ukraine ist Amazon-Prime-Customer..."
181,lanwhobi,2023-01-31 22:55:54+00:00,0,Twitter for Android,se houvesse uma alma bondosa nesse mundo que comprasse pelo amazon prime o volume de mdzs eu ficaria TAO feliz meu orcamenro ta apertado pro valor livro + frete
182,CuponeandoPRnet,2023-01-31 22:55:37+00:00,0,Make (formerly Integromat),Dormilonas para Damas a solo $9 con el código 70VUT49V en Amazon Prime:👉🏼   https://t.co/mHcAwUB9xf (Reg.$30) ¡Tiene 70% ahorro! 👀 Oferta por tiempo limitado. #AmazonInfluencer (Exp.021723) https://t.co/Uy6W4AWVMP
183,DebskiMateusz,2023-01-31 22:54:54+00:00,1,Twitter Web App,"@AAZielinski @KChwast @kosa64 Amazon Prime jest najbardziej opłacalny, blisko Apple TV+, ale tylko jeśli ma się produkty Apple"
