,User,Date Created,Number of Likes,Source of Tweet,Tweet
8866,tzotzolaki,2023-01-31 21:46:22+00:00,0,Twitter for Android,"@sister_rachelle Let's do this!

NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun"
8867,WitcherSign,2023-01-31 21:46:22+00:00,7,Twitter for iPhone,Just seen @rickygervais at the armadillo. Absolutely no chance that makes it to Netflix 😱😂
8868,s_ayeshare,2023-01-31 21:46:21+00:00,2,Twitter for Android,"@onlyhosie @TonteriYoung She's adorable man
Also,when did u book this?
Been trying for 2 weeks now to book a cameo.
But it shows she's temporarily unavailable.
Is this dumb location restrictions or she actually not doing cameo rn.
Can u pls check?
NETFLIX REVERSE YOUR DECISION
#WarriorNun #SaveWarriorNun"
8869,ecedorsay,2023-01-31 21:46:21+00:00,1,Twitter for iPhone,"Sinemaya gidemeyenlerin tesellisi @netflixturkiye , Hem sinemaya hem Netflix’e yetisiyorum sukur. 🙏🙏"
8870,edfhhgg,2023-01-31 21:46:19+00:00,1,Twitter for Android,"@QuinnNoelle94 neither 😵‍💫😁
NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun 
#WarriorNun"
8871,Sakamo555T,2023-01-31 21:46:18+00:00,0,Twitter for Android,"これはいい👍YouTubeが見れる📺
Ottocast オットキャスト S40 PICASOU2 CarPlay AI Box 2022新型HDMI出力 4G-LTE 大容量4+64GB ワイヤレス CarPlay Android Auto両対応Android10.0 カープレai box 画面二分割表示可能 carplay youtube 車 youtube netflix等ネット動画観れる
 https://t.co/nZAbuW8MM2"
8872,cbl2,2023-01-31 21:46:17+00:00,1,Twitter Web App,@alexnpress the Netflix quote is gold
8873,parsnipzilla,2023-01-31 21:46:17+00:00,2,Twitter Web App,shout out to netflix for lowering the bar so significantly that last of us is being heralded as the second coming of prestige tv
8874,dannwine,2023-01-31 21:46:16+00:00,1,Twitter for Android,"@JafJessica NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun"
8875,aixelafrantovh,2023-01-31 21:46:16+00:00,4,Twitter for iPhone,"en pandemia pa lo único q usaba la cuenta d prime d Cris era para ver x 1era vez the office, y volver a ver inuyasha. esa cuenta ya no existe y yo vivía tristita pq ni sabía en q ep. m había quedado.
ahora, ambas están en netflix, y siento que la naturaleza está sanando😔🙏🏼✨"
8876,nagyniki69,2023-01-31 21:46:13+00:00,0,Twitter for iPhone,"@NhlapoPudy NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun https://t.co/DzSLKYaAXi"
8877,this_is_it_me,2023-01-31 21:46:11+00:00,2,Twitter for iPhone,"I can hear you, but I won't
Some look for trouble
While others don't
#SaveWarriorNun #WarriorNun NETFLIX REVERSE YOUR DECISION"
8878,kyaamisa,2023-01-31 21:46:09+00:00,3,Twitter for iPhone,"""what are you really in the mood for right now"" - i kind of want to just curl up in bed and play animal crossing, or watch netflix. or maybe draw, idk i don't have much energy today ;A; #tellonym  https://t.co/lng43jDfbs"
8879,savewxrriornun,2023-01-31 21:46:05+00:00,0,Twitter for iPhone,@Shady87717362 NETFLIX REVERSE YOUR DECISION  #SaveWarriorNun #WarriorNun
8880,huntfeldslove1,2023-01-31 21:46:05+00:00,2,Twitter for iPhone,"NETFLIX REVERSE YOUR DECISION 
#SaveWarriorNun #WarriorNun"
8881,savewarriornum,2023-01-31 21:46:03+00:00,0,Twitter for Android,"@blasphemusdeus @netflix @avanunice NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun"
8882,ee_meek,2023-01-31 21:46:02+00:00,0,Twitter Web App,"@WICK3D___ She's so cute

#WarriorNun #SaveWarriorNun
NETFLIX REVERSE YOUR DECISION"
8883,DecayOfTheSigma,2023-01-31 21:46:01+00:00,0,Twitter for Android,"@Alien__Boy @OP_Netflix_Fan Tô passando mal mDs, estou 100% hypada será que a comidinha dele é delícia também"
8884,bug20366002,2023-01-31 21:46:00+00:00,0,Twitter Web App,"円盤以外で何か有効な収益はあるか？
思いつかない・・・・・。
動画サイトでお金を出してもらえるぐらいか？
しかしNetflixでは失敗だった。
良い作品を作っても現場に金は落ちてこない。
日本のテレビ局と同じ。"
8885,BetterMovieBot,2023-01-31 21:46:00+00:00,0,BetterMovieBot,"🌟 Top Rated 🌟
        
🎞 PK
👥 Aamir Khan - Anushka Sharma - Sushant Singh Rajput
🗓️ 2014
💻 Netflix
🎥 Comedy - Drama - Science Fiction
⭐ 7.7
            
#Netflix https://t.co/ElY0f8FJRA"
8886,savewxrriornun,2023-01-31 21:45:59+00:00,1,Twitter for iPhone,@greeebbo NETFLIX REVERSE YOUR DECISION  #SaveWarriorNun #WarriorNun
8887,JustTryiing_,2023-01-31 21:45:58+00:00,1,Twitter for Android,"NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun"
8888,_lusqinha,2023-01-31 21:45:58+00:00,0,Twitter for iPhone,"chiquititas ta sempre no top 10 da netflix, mds"
8889,queernerdy,2023-01-31 21:45:57+00:00,2,Twitter for iPhone,"@avanunice @huntfeldpoppins Right know we just be like „another one, thank you“ 

NETFLIX REVERSE YOUR DECISION #SaveWarriorNun #WarriorNun https://t.co/B1vrDUL5Cs"
8890,IanekUY,2023-01-31 21:45:56+00:00,0,Twitter for iPhone,"@vefo75 Lo absurdo es que teniendo netflix, HBO, youtube y todas las plataformas estes viendo eso 🤪"
8891,gordo_am,2023-01-31 21:45:53+00:00,1,Twitter for iPhone,Only for #WarriorNun #SaveWarriorNun NETFLIX REVERSE YOUR DECISION
8892,runmeoverKty,2023-01-31 21:45:52+00:00,0,Twitter for iPhone,"NETFLIX REVERSE YOUR DECISION
@netflix #warriornun #savewarriornun"
8893,winterlorn,2023-01-31 21:45:52+00:00,1,Twitter Web App,"All right, off to bed I go. See y'all tomorrow for the next shift, Halo Bearers! 🫡

NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun"
8894,walkingdeadlatm,2023-01-31 21:45:49+00:00,46,Twitter for iPhone,🚨La Temporada 11 de #TheWalkingDead llegará a Netflix el día 22 de Febrero! 🙌 https://t.co/GZTKTsDlF0
8895,ElioMachadoPT,2023-01-31 21:45:49+00:00,2,Twitter for Android,"@hayanxstalgia Never.

NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun https://t.co/4Gn6yDw41u"
8896,savewarriornum,2023-01-31 21:45:48+00:00,0,Twitter for Android,"@avanunice NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun"
8897,_MakEric,2023-01-31 21:45:47+00:00,0,Twitter Web App,Netflix needs to make another movie about Payton if he doesn't fix Wilson lol
8898,MrsSpock321,2023-01-31 21:45:44+00:00,0,Twitter for Android,"@sarajoronne Spring

NETFLIX REVERSE YOUR DECISION #SaveWarriorNun #WarriorNun"
8899,tzotzolaki,2023-01-31 21:45:43+00:00,1,Twitter for Android,"@spampinaa I prefer Instagram

NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun"
8900,Warriornun111,2023-01-31 21:45:42+00:00,1,Twitter for iPhone,@netflix NETFLIX REVERSE YOUR DECISION NOW #SaveWarriorNun
8901,baudeleriana,2023-01-31 21:45:42+00:00,89,Twitter Web App,"Acabo de devorarme ""El caso Cassez-Vallarta: Una novela criminal"" en Netflix. ¿El documental? pues muy bien hecho. 
Pero la historia ¡la historia! es absolutamente increíble en el pleno sentido de esa palabra. Una intriga criminal, política y policial insólita por donde se mire."
8902,AIBBRAZIL,2023-01-31 21:45:42+00:00,325,Twitter for Android,"Vamos aos fatos

Tem sim boas chances da Netflix querer renovar #AliceinBorderland para uma 3° temporada!

Ela fez bons números nas primeiras 3 semanas e se manteve estável por mais 2 no top10.

Por mais que falemos que a história acabou sabemos com o que a Netflix se importa ($)"
8903,julianan1006,2023-01-31 21:45:41+00:00,1,Twitter Web App,"@soeuealua and horny jail welcomes another
NETFLIX REVERSE YOUR DECISION 
#SaveWarriorNun #WarriorNun"
8904,irlanmarquess,2023-01-31 21:45:41+00:00,0,Twitter for Android,"@letfmelo Dia 1 vai ter o reencontro deles , vai passar na Netflix, quero ver como é que ficou kkk"
8905,mikaelsonbea,2023-01-31 21:45:40+00:00,0,Twitter for Android,"@avanunice NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun https://t.co/tofnjjwtvO"
8906,dannwine,2023-01-31 21:45:38+00:00,0,Twitter for Android,"@hazel_lwin95 NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun"
8907,MattJHenson,2023-01-31 21:45:35+00:00,1,Twitter for iPhone,"@FilmstoFilms_ First Movie of January: Reservoir Dogs; @netflix 

Last Movie of January: Fruitvale Station; @hulu https://t.co/UbHuUJEJnl"
8908,sandraoko,2023-01-31 21:45:34+00:00,1,Twitter for Android,"@HaziEmilie They should
NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun"
8909,ttnneebn,2023-01-31 21:45:34+00:00,1,Twitter for iPhone,"@fastball808 Omg yess!! You are right! 

NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun"
8910,savewxrriornun,2023-01-31 21:45:31+00:00,0,Twitter for iPhone,@nohassle_castle Same NETFLIX REVERSE YOUR DECISION  #SaveWarriorNun #WarriorNun
8911,Saphoo_,2023-01-31 21:45:31+00:00,0,Twitter Web App,"@barca102130 So, and that scene with de JC are veryyyy HOT! I see again and Ava, Alba Baptista are tremendous shining. 

Imagine with Beatrice. owwww

NETFLIX REVERSE YOUR DECISION 
#SaveWarriorNun #WarriorNun"
8912,lernj_lover,2023-01-31 21:45:30+00:00,0,Twitter Web App,"NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun https://t.co/iC56voDdcW"
8913,Sophie_WNfan,2023-01-31 21:45:29+00:00,2,Twitter for Android,"@jauregaysthetic NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun https://t.co/YsL6vzrUZk"
8914,nagyniki69,2023-01-31 21:45:28+00:00,1,Twitter for iPhone,"@psychopathicgay @denisrovira @albabaptista_ @TonteriYoung @lorenaxandrea Ava. Bruhhh 🫠 blood suits her well

NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun"
8915,ee_meek,2023-01-31 21:45:27+00:00,0,Twitter Web App,"""So may the soul for a long while conduct
Those limbs of thine,"" did he make answer
""And so may thy renown shine after thee,

#WarriorNun #SaveWarriorNun
NETFLIX REVERSE YOUR DECISION"
8916,EricAtencio,2023-01-31 21:45:27+00:00,6,Twitter for Android,@BRlTTTANYA Absolutely beautiful 😍. I'd love to Netflix and fuck. Maybe just fuck 😋
8917,MrsSpock321,2023-01-31 21:45:26+00:00,0,Twitter for Android,"@sarajoronne Summer

NETFLIX REVERSE YOUR DECISION #SaveWarriorNun #WarriorNun"
8918,Andruholguin,2023-01-31 21:45:25+00:00,0,Twitter for Android,@jauregaysthetic NETFLIX REVERSE YOUR DECISION #SaveWarriorNun
8919,Joana_0ab1,2023-01-31 21:45:24+00:00,0,Twitter for Android,"@AgnesSzalkowska @SimonDavisBarry @WilliamMiller @DavidBHayter @TonteriYoung @albabaptista_ NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun"
8920,tzotzolaki,2023-01-31 21:45:24+00:00,1,Twitter for Android,"@aprl_czrna What? Really??

NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun"
8921,rushie_r,2023-01-31 21:45:24+00:00,0,Twitter for iPhone,@eap13_ NETFLIX REVERSE YOUR DECISION #SaveWarriorNun https://t.co/GcjhXv0JS7
8922,savewxrriornun,2023-01-31 21:45:22+00:00,0,Twitter for iPhone,@RealistIslander NETFLIX REVERSE YOUR DECISION  #SaveWarriorNun #WarriorNun
8923,Faith_22D,2023-01-31 21:45:21+00:00,0,Twitter for iPhone,"@jauregaysthetic NETFLIX REVERSE YOUR
DECISION 
#SaveWarriorNun #WarriorNun"
8924,AlvrzBarry,2023-01-31 21:45:20+00:00,3,Twitter for iPhone,@jauregaysthetic NETFLIX REVERSE YOUR DECISION  #SaveWarriorNun #WarriorNun https://t.co/TiMR8UTBbM
8925,MadeleineGaxio1,2023-01-31 21:45:19+00:00,1,Twitter for Android,"@JamesThompsonKS @netflix NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun https://t.co/tolz8pEkBD"
8926,sister_OCS,2023-01-31 21:45:19+00:00,0,Twitter for Android,"@hayanxstalgia @sarandos_ted @netflix see this buddy

NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun https://t.co/aB5LVz4Kyi"
8927,Wonder_Girl013,2023-01-31 21:45:19+00:00,0,Twitter for iPhone,"@MichyKat LET’S GOOO!!!

#SaveWarriorNun #WarriorNun 
NETFLIX REVERSE YOUR DECISION https://t.co/LIalWyTl5m"
8928,dannwine,2023-01-31 21:45:18+00:00,0,Twitter for Android,"@Leah_WarriorNun @netflix NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun"
8929,kaoruxsama,2023-01-31 21:45:18+00:00,0,Twitter Web App,"Yeah ! Congratulations Halo Bearers  !
NETFLIX REVERSE YOUR DECISION 
#SaveWarriorNun #WarriorNun"
8930,LucianoKumaru,2023-01-31 21:45:17+00:00,0,Twitter Web App,@Davei_Boi @_RantCast World star owns the video and eliza has said no one took action on her behalf. Here's a clip from Dave Chappelle talking about why he can't do Chappelle's show on Netflix and why he respects them for respecting him and not streaming the show https://t.co/TgVg8sGeZK
8931,avasbiceps,2023-01-31 21:45:16+00:00,0,Twitter Web App,"@avanunice haha ava should've thought that one through 

NETFLIX REVERSE YOUR DECISION 
#SaveWarriorNun #WarriorNun"
8932,jujuke04,2023-01-31 21:45:16+00:00,0,Twitter for Android,"@sarajoronne High
NETFLIX REVERSE YOUR DECISION
 #SaveWarriorNun #WarriorNun https://t.co/pbC0lBStU5"
8933,victoriavb9,2023-01-31 21:45:16+00:00,3,Twitter for Android,@DylanJaggerLee @netflix I'm your moms age so I remember all of this....but this doc is awesome! I've been waiting to see it! I just finished it! And its great to hear it in your own words @pamelaanderson ❤️ PS I didn't watch the bullshit Hulu version!!!
8934,stan_stark3,2023-01-31 21:45:15+00:00,0,Twitter for iPhone,@avanunice @SimonDavisBarry NETFLIX REVERSE YOUR DECISION #SaveWarriorNun #WarriorNun
8935,klorofilledZ,2023-01-31 21:45:14+00:00,4,Twitter for Android,Oh no...don't do it Netflix
8936,LaCronologia,2023-01-31 21:45:12+00:00,0,Twitter Web App,🔵 Mira quién ha estado conectándose a tu cuenta de Netflix https://t.co/jtYE3xvxLq
8937,ee_meek,2023-01-31 21:45:12+00:00,0,Twitter Web App,"I leave the gall, and go for the sweet fruits
Promised to me by the veracious Leader;
But to the centre first I needs must plunge.""

#WarriorNun #SaveWarriorNun
NETFLIX REVERSE YOUR DECISION"
8938,edfhhgg,2023-01-31 21:45:10+00:00,0,Twitter for Android,"So cute 💕 
NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun 
#WarriorNun"
8939,AMathysta,2023-01-31 21:45:10+00:00,2,Twitter for Android,"De verdad estoy a punto de irme a ver Netflix con el paso que llevan.
#BenidormFest2023"
8940,MrsSpock321,2023-01-31 21:45:08+00:00,0,Twitter for Android,"@sarajoronne Oh I like both.. but Bea.

NETFLIX REVERSE YOUR DECISION #SaveWarriorNun #WarriorNun"
8941,lisboamaari,2023-01-31 21:45:06+00:00,52,Twitter for Android,"Vamos recuperar nossa série! In this life ⚔️ sister warriors don’t run!! 

HOLY WAR MOVEMENT

📍Bahia, Brazil

Poster by: @JustHustina 

NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun https://t.co/U0MjCQ6OuX"
8942,Feitnys2,2023-01-31 21:45:06+00:00,0,Twitter for Android,"Acho que tô melhorando nas rimas 🤔 só acho.
NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun"
8943,Mih_mei21,2023-01-31 21:45:06+00:00,0,Twitter for Android,"@avanunice NETFLIX REVERSE YOUR DECISION 
#SaveWarriorNun https://t.co/PgbybCQULR"
8944,dannwine,2023-01-31 21:45:06+00:00,1,Twitter for Android,"@Zereptina NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun"
8945,MadeleineGaxio1,2023-01-31 21:45:06+00:00,1,Twitter for Android,"@JamesThompsonKS @netflix NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun https://t.co/eiQour41XK"
8946,tzotzolaki,2023-01-31 21:45:05+00:00,1,Twitter for Android,"@quietusssss I say soft voice

NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun"
8947,Okellami,2023-01-31 21:45:03+00:00,0,Twitter Web App,"@jauregaysthetic NETFLIX REVERSE YOUR DECISION #SaveWarriorNun #WarriorNun 
напоследок"
8948,SrensenAmalie,2023-01-31 21:45:02+00:00,0,Twitter for iPhone,@anfd95 @sappho_da_ilha NETFLIX REVERSE YOUR DECISION #SaveWarriorNun #WarriorNun
8949,Capt_MBishop,2023-01-31 21:45:01+00:00,1,Twitter for Android,"@Flo_DuBs_ @SimonDavisBarry Thank you Simon ! We love you so much and you are a legend!!!

NETFLIX REVERSE YOUR DECISION 
#SaveWarriorNun #WarriorNun"
8950,user1313qn,2023-01-31 21:45:00+00:00,0,SocialChamp IO ,"Scheduled Q:
Meet an Alien or be an alien?

 #SaveWarriorNun #WarriorNun 
NETFLIX REVERSE YOUR DECISION"
8951,iamIraGreen,2023-01-31 21:45:00+00:00,0,SocialChamp IO ,"[Scheduled]

Using tanning beds before age 30 increases your risk of developing melanoma by 75%. Tanning beds and lamps are in the highest cancer risk category.

#SaveWarriorNun #WarriorNun

NETFLIX REVERSE YOUR DECISION"
8952,Kurogane245,2023-01-31 21:44:57+00:00,0,Twitter Web App,@KyoraLee yo nunca habia visto the office hasta que lo subieron a netflix y si me gusto mucho ya voy en la sexta :)
8953,symonextdoor,2023-01-31 21:44:57+00:00,1,Twitter for iPhone,"The glory, vraiment ma seule découverte netflix depuis loooongtemps"
8954,AngieAg3,2023-01-31 21:44:56+00:00,1,Twitter for iPhone,"NETFLIX REVERSE YOUR DECISION 
#SaveWarriorNun #WarriorNun"
8955,raphael_kroll,2023-01-31 21:44:54+00:00,0,Twitter for Android,@thefrenchmaker C.E.O fondateur actionnaire majoritaire d'une entreprise individuelle au sein de la ville la plus attractive de France en terme d'emploi. Autant dire que tu peux te permettre ton propre abonnement Netflix.
8956,KikaTs9,2023-01-31 21:44:54+00:00,0,Twitter for Android,@avanunice @Sarah_Hyland NETFLIX REVERSE YOUR DECISION #SaveWarriorNun #WarriorNun
8957,Makgonza1,2023-01-31 21:44:54+00:00,1,Twitter for Android,Wow who took a picture of us an netflop's HQ? NETFLIX REVERSE YOUR DECISION #SaveWarriorNun #WarriorNun
8958,RyzuMusic,2023-01-31 21:44:53+00:00,0,Twitter for iPhone,"There needs to be a new Assassin’s Creed movie, the only one is terrible. Bring back Ezio’s life in between Assassin’s Creed 2 and Assassin’s Creed Brotherhood

Make it happen @netflix"
8959,cely_cely3,2023-01-31 21:44:53+00:00,0,Twitter for Android,@NetflixLAT @netflix la cagaste wey tocó cancelar te chaoo 👋🏻👋🏻🖕🏻🖕🏻🖕🏻 https://t.co/jz7dvCvirw
8960,_Eden46,2023-01-31 21:44:53+00:00,2,Twitter for Android,@Netflix_Poland sex is bad for your health
8961,ShutTheFoxUp_,2023-01-31 21:44:51+00:00,2,Twitter for Android,"L'attimo prima della grigliata
NETFLIX REVERSE YOUR DECISION 
#SaveWarriorNun #WarriorNun https://t.co/6RLkRf1Csj"
8962,savewxrriornun,2023-01-31 21:44:50+00:00,1,Twitter for iPhone,"@HaziEmilie E 

NETFLIX REVERSE YOUR DECISION

#SaveWarriorNun #WarriorNun"
8963,PauVT_,2023-01-31 21:44:50+00:00,1,Twitter for Android,@ItsteatimeFR C´est une série netflix ton histoire aha
8964,shayanees,2023-01-31 21:44:48+00:00,3,Twitter for iPhone,Consegui ver a seria da Netflix sobre a kiss? Não . Quero ver o documentário da globoplay que é com as vítimas videos reais do dia do incêndio? Sim. Mas vou ficar sem ver mesmo pós me falta coragem
8965,anime_news_ukr,2023-01-31 21:44:46+00:00,3,Twitter Web App,"[2/3] ℹ️ Аніме створено у співпраці Netflix Anime Creators’ Base, WIT STUDIO та розробника нейромережевих технологій rinna Inc.
Експеримент покликаний допомогти аніме-індустрії подолати дефіцит робочої сили."
8966,icekidfrm6,2023-01-31 21:44:45+00:00,2,Twitter for iPhone,You people is a 10/10 😂 I hope Netflix dont take it down fr
8967,anime_news_ukr,2023-01-31 21:44:45+00:00,3,Twitter Web App,"[1/3] Netflix виклав короткометражне експериментальне аніме ""Inu to Shounen"" (Пес та хлопчик), всі фонові зображення для якого були створенні з використанням нейромереж.

💡 Відео не потребує перекладу (і ми рекомендуємо до перегляду).

📺 #anime #аніме #InutoShounen #Netflix"
8968,dannwine,2023-01-31 21:44:44+00:00,0,Twitter for Android,"@wgtc_site NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun"
8969,735Sharkgamer,2023-01-31 21:44:43+00:00,0,Twitter for Android,@una_pujona_ahi Y tal como se esperaba de Netflix y su largo historial de fracaso😔😔 https://t.co/dRSHvX5jTG
8970,Cristiano_Mena,2023-01-31 21:44:41+00:00,0,Twitter for iPhone,"@OGKingDookie I have it saved on NETFLIX, haven’t gotten around to take a look at it."
8971,Avatrice_15,2023-01-31 21:44:40+00:00,0,Twitter Web App,"@Tiffany7117 NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun https://t.co/CqZ3kwTqZy"
8972,nat4499,2023-01-31 21:44:39+00:00,1,Twitter for Android,"@Vuelietwicerem1 NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun"
8973,Jay66975782,2023-01-31 21:44:38+00:00,0,Twitter Web App,@SnyderQueen_ @netflix @Variety I’ve never seen y’all so heated🍿
8974,trans_ingeninja,2023-01-31 21:44:37+00:00,4,Twitter Web App,Netflix qui croit que les gens qui squattent les comptes Netflix des autres vont s'en payer un et pas trouver d'autres façons de mater leurs séries 🤡
8975,GLoopy92,2023-01-31 21:44:36+00:00,0,Twitter for iPhone,"NETFLIX REVERSE YOUR DECISION 
#SaveWarriorNun being back our nuns 
#warriornun"
8976,l_tmk2020,2023-01-31 21:44:36+00:00,18,Twitter for iPhone,翻訳学校の友達が字幕を担当した「ジェイコブと海の怪物」がアカデミー賞にノミネートされたよ🤩おめでとう‼️🎉🎉本作「ONI 神々山のおなり」と通じるメッセージがある。あなたが学んだ“歴史”は本物？あなたが“敵”と思っている相手は本当に敵？真実を追求する形の新しい冒険もの。Netflixで見れます👀 https://t.co/lp8AulGWIR
8977,idkwph234,2023-01-31 21:44:32+00:00,0,Twitter for Android,"How many pairs of shoes u have???
Remember to add tags and phrase
NETFLIX REVERSE YOUR DECISION #SaveWarriorNun #WarriorNun"
8978,ClaryArcheron,2023-01-31 21:44:32+00:00,1,Twitter for Android,"We are doing this #HaloBearers we gonna #SaveWarriorNun 

NETFLIX REVERSE YOUR DECISION https://t.co/8EsBho5xPQ"
8979,Warriornun111,2023-01-31 21:44:29+00:00,0,Twitter for iPhone,NETFLIX REVERSE YOUR DECISION @netflix #SaveWarriorNun
8980,izki_toyama,2023-01-31 21:44:27+00:00,5,Twitter for iPhone,"前を通ると、ドッキッとする…。

Netflixの影響😅

僕はクリア出来るのか？

#今際の国のアリス
#Netflix https://t.co/vJPKouVLVT"
8981,runmeoverKty,2023-01-31 21:44:27+00:00,1,Twitter for iPhone,"NETFLIX REVERSE YOUR DECISION
@netflix #warriornun #savewarriornun"
8982,queernerdy,2023-01-31 21:44:27+00:00,1,Twitter for iPhone,"@softgaytobin I took a picture of my new laptop stickers today here you are 

NETFLIX REVERSE YOUR DECISION #SaveWarriorNun #WarriorNun https://t.co/DGAHeYm96e"
8983,NaturallyNel_,2023-01-31 21:44:27+00:00,0,Twitter for iPhone,Just finished watching The Inheritance on #Netflix and it was pretty damn good ! https://t.co/tAH4vs5DCx
8984,zo_gIassy,2023-01-31 21:44:26+00:00,1,Twitter for Android,esse sumiço de joyuri so pode ser ela gravando pra algo da netflix eu sinto
8985,KnightsCici,2023-01-31 21:44:25+00:00,34,Twitter Web App,"#SellSnyderVerseToNetflix
#SellZSJLtoNetflix @netflix https://t.co/iWEBLwB5Ua"
8986,ITgirlShae__,2023-01-31 21:44:24+00:00,1,Twitter for iPhone,"@damacsauce Series on Netflix , the episodes are short but it’s 2 seasons . It’s good tho …"
8987,OmegaOmegaAlpha,2023-01-31 21:44:23+00:00,1,Twitter Web App,"NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun"
8988,chburhanahmad,2023-01-31 21:44:23+00:00,0,Twitter for iPhone,@blashari When it’s releasing on Netflix?
8989,Feitnys2,2023-01-31 21:44:22+00:00,0,Twitter for Android,"@AVATRICC Mais uma vitória!
Estamos perto de trazer nossas freiras de volta. 
NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun https://t.co/pSdZ4yYf3E"
8990,Ozesurfer,2023-01-31 21:44:22+00:00,0,Twitter Web App,"@redbullmotors @redbullracing Good luck, your team's the best &amp; definitely my favourite! 
Got to ensure that Hamilton doesn't win any more championships but Max does.
I can't wait for last years season on Netflix. 
They should have a charity boxing match. 
Horner vs Wolff😉
What kind've name is Toto anyway?🤣"
8991,MadeleineGaxio1,2023-01-31 21:44:22+00:00,1,Twitter for Android,"@JamesThompsonKS They can't beat us!!! 💪💪
 NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun"
8992,AngieAg3,2023-01-31 21:44:21+00:00,1,Twitter for iPhone,"NETFLIX REVERSE YOUR DECISION 
#SaveWarriorNun #WarriorNun"
8993,alexGSeptember,2023-01-31 21:44:21+00:00,48,Twitter for Android,"be afraid of rebecca's look
NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun https://t.co/mQIDJgi2Q8"
8994,ee_meek,2023-01-31 21:44:21+00:00,0,Twitter Web App,"I of your city am; and evermore
Your labours and your honourable names
I with affection have retraced and heard.

#WarriorNun #SaveWarriorNun
NETFLIX REVERSE YOUR DECISION"
8995,lorienmont,2023-01-31 21:44:20+00:00,1,Twitter for iPhone,@Zereptina Firm believer in this theory! NETFLIX REVERSE YOUR DECISION #SaveWarriorNun #WarriorNun
8996,_Jon_Green,2023-01-31 21:44:20+00:00,33,Twitter for iPhone,not quite the point but if two percent of what you’re paying your workers is less than a year of Netflix then they definitely need a union
8997,RMendes508,2023-01-31 21:44:18+00:00,0,Twitter for Android,"@Jereczko97 🫡🫡
NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun https://t.co/77piD8NcjF"
8998,mikrogalaxies,2023-01-31 21:44:17+00:00,3,Twitter for iPhone,Not Sidcup being one of the locations in Lockwood and Co on Netflix😭😭
8999,Backlash_00,2023-01-31 21:44:16+00:00,2,Twitter for iPhone,Lo so che probabilmente vi sta sul cazzo Netflix per il suo comportamento ma sta serie merita 🙌🏼 https://t.co/lkZA8RAyu9
9000,16Zosiaa,2023-01-31 21:44:15+00:00,0,Twitter for Android,@jacekw59 ale netflix polski chyba
9001,LoreCatugal,2023-01-31 21:44:14+00:00,0,Twitter for Android,"@jauregaysthetic NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun https://t.co/jnNxPe93KL"
9002,warriornunalt,2023-01-31 21:44:14+00:00,0,Twitter for Android,"@WarriorNunBr_ Alphabet Challenge: zZZZ
#SaveWarriorNun 
NETFLIX REVERSE YOUR DECISION"
9003,mikaelsonbea,2023-01-31 21:44:13+00:00,0,Twitter for Android,"@avanunice NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun https://t.co/NwpQrV1HXF"
